Assembly	BioSample	bioproject	organism_name	infraspecific_name	contigs	Largest_contig	Total_length	GC	collection_date	country	host_species	drug_resistance
GCF_003027795.2	SAMN08767991	PRJNA224116	Mycobacterium tuberculosis variant pinnipedii	strain=MP2	102	215969	4284266	65.45		Brazil	Sea Lion	
GCF_003027895.2	SAMN08741620	PRJNA224116	Mycobacterium tuberculosis variant pinnipedii	strain=MP1	106	232137	4279005	65.43	2011-10	Brazil	Sea Lion	
GCF_000195835.3	SAMEA20450668	PRJNA224116	Mycobacterium tuberculosis variant bovis AF2122/97		1	4349904	4349904	65.63	1997	United Kingdom	Bos taurus	
GCF_000016925.1	SAMN00103286	PRJNA224116	Mycobacterium tuberculosis F11	strain=F11	1	4424435	4424435	65.62				
GCF_000667825.1	SAMN02349331	PRJNA224116	Mycobacterium tuberculosis F11	strain=F11	5	3948464	4428006	65.59		South Africa	Homo sapiens	
GCF_000153685.2	SAMN03081423	PRJNA224116	Mycobacterium tuberculosis str. Haarlem	strain=Haarlem	1	4408224	4408224	65.63				
GCF_000667785.1	SAMN02349329	PRJNA224116	Mycobacterium tuberculosis str. Haarlem	strain=Haarlem	5	3929217	4408669	65.61		Netherlands	Homo sapiens	
GCF_000009445.1	SAMEA2272684	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2	strain=BCG Pasteur 1173P2	1	4374522	4374522	65.64				
GCF_000967285.1	SAMEA4532327	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Moreau RDJ	strain=Moreau RDJ	1	4340116	4340116	65.64				
GCF_000016145.1	SAMN02603128	PRJNA224116	Mycobacterium tuberculosis H37Ra	strain=H37Ra; ATCC 25177	1	4419977	4419977	65.61				
GCF_001938725.1	SAMN05414673	PRJNA224116	Mycobacterium tuberculosis H37Ra	strain=H37Ra	1	4426109	4426109	65.61	2012	USA	Homo sapiens	
GCF_000400615.1	SAMN02603646	PRJNA224116	Mycobacterium tuberculosis CCDC5079	strain=CCDC5079	1	4414325	4414325	65.61				
GCF_000270365.1	SAMN02603011	PRJNA224116	Mycobacterium tuberculosis CCDC5180	strain=CCDC5180	1	4405981	4405981	65.59	2005	China	Homo sapiens	multidrug-resistant
GCF_000572195.1	SAMN03081432	PRJNA224116	Mycobacterium tuberculosis CCDC5180	strain=CCDC5180	1	4414346	4414346	65.61				
GCF_000154585.2	SAMN03081422	PRJNA224116	Mycobacterium tuberculosis KZN 4207	strain=KZN 4207	1	4394985	4394985	65.62		South Africa	Homo sapiens	sensitive
GCF_000162975.1	SAMN02471107	PRJNA224116	Mycobacterium tuberculosis KZN 4207	strain=KZN 4207	1	4397373	4397373	65.57		South Africa		sensitive
GCF_000669655.1	SAMN02400339	PRJNA224116	Mycobacterium tuberculosis KZN 4207	strain=KZN 4207	1	4395092	4395092	65.61				
GCF_000023625.1	SAMN00763683	PRJNA224116	Mycobacterium tuberculosis KZN 1435	strain=KZN MDR	1	4398250	4398250	65.61				
GCF_000669675.1	SAMN02400340	PRJNA224116	Mycobacterium tuberculosis KZN 1435	strain=KZN 1435	1	4401837	4401837	65.61				
GCF_000154605.2	SAMN00103288	PRJNA224116	Mycobacterium tuberculosis KZN 605	strain=KZN XDR	1	4399120	4399120	65.61				
GCF_000665965.1	SAMN02400335	PRJNA224116	Mycobacterium tuberculosis 94_M4241A	strain=94_M4241A	54	332216	4397733	65.6				
GCF_000658295.1	SAMN02400330	PRJNA224116	Mycobacterium tuberculosis 02_1987	strain=02_1987	60	304792	4374017	65.6				
GCF_000665845.1	SAMN02400329	PRJNA224116	Mycobacterium tuberculosis T92	strain=T92	12	848772	4410042	65.61				
GCF_000665905.1	SAMN02400332	PRJNA224116	Mycobacterium tuberculosis EAS054	strain=EAS054	7	2305816	4420447	65.59				
GCF_000665885.1	SAMN02400331	PRJNA224116	Mycobacterium tuberculosis T85	strain=T85	8	3921186	4402566	65.59				
GCF_000666005.1	SAMN02400337	PRJNA224116	Mycobacterium tuberculosis GM 1503	strain=GM 1503	68	243741	4421199	65.59				
GCF_000665925.1	SAMN02400333	PRJNA224116	Mycobacterium tuberculosis T17	strain=T17	69	301926	4424903	65.58				
GCF_000010685.1	SAMD00060950	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172	strain=Tokyo 172	1	4371711	4371711	65.64				
GCF_001580385.1	SAMN04517448	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172	strain=Tokyo 172	1	4371707	4371707	65.65	1988	Thailand	Homo sapiens	
GCF_000253355.1	SAMEA2272165	PRJNA224116	Mycobacterium tuberculosis variant africanum GM041182	strain=GM041182	1	4389314	4389314	65.59				
GCF_000665985.1	SAMN02400336	PRJNA224116	Mycobacterium tuberculosis T46	strain=T46	49	300792	4363572	65.61				
GCF_000665945.1	SAMN02400334	PRJNA224116	Mycobacterium tuberculosis CPHL_A	strain=CPHL_A	3	2476305	4416794	65.58				
GCF_000665865.1	SAMN02595307	PRJNA224116	Mycobacterium tuberculosis variant africanum K85	strain=K85	6	3926366	4403413	65.56				
GCF_000350205.1	SAMD00061050	PRJNA224116	Mycobacterium tuberculosis str. Erdman = ATCC 35801	strain=Erdman	1	4392353	4392353	65.56				
GCF_000668235.1	SAMN02364096	PRJNA224116	Mycobacterium tuberculosis str. Erdman = ATCC 35801	strain=Erdman	2	3962231	4426215	65.65			Homo sapiens	
GCF_000193185.2	SAMN02595346	PRJNA224116	Mycobacterium tuberculosis W-148	strain=W-148	1	4418548	4418548	65.61				
GCF_000163015.1	SAMN02471040	PRJNA224116	Mycobacterium tuberculosis KZN R506	strain=KZN R506	1	4397243	4397243	65.51		South Africa		multidrug-resistant
GCF_000162995.1	SAMN02471090	PRJNA224116	Mycobacterium tuberculosis KZN V2475	strain=KZN V2475	1	4397242	4397242	65.48		South Africa		multidrug-resistant
GCF_000667845.1	SAMN02349332	PRJNA224116	Mycobacterium tuberculosis T67	strain=T67	13	2680987	4403876	65.59		China	Homo sapiens	
GCF_000177795.2	SAMN02595382	PRJNA224116	Mycobacterium tuberculosis SUMu003	strain=SUMu003	63	638451	4377068	65.36				
GCF_000177815.2	SAMN02595383	PRJNA224116	Mycobacterium tuberculosis SUMu004	strain=SUMu004	64	548283	4371565	65.34				
GCF_000177835.2	SAMN02595384	PRJNA224116	Mycobacterium tuberculosis SUMu005	strain=SUMu005	55	799574	4376086	65.35				
GCF_000177875.2	SAMN02595386	PRJNA224116	Mycobacterium tuberculosis SUMu007	strain=SUMu007	41	1147504	4364362	65.36				
GCF_000177895.2	SAMN02595387	PRJNA224116	Mycobacterium tuberculosis SUMu008	strain=SUMu008	41	1841643	4376842	65.34				
GCF_000177915.2	SAMN02595388	PRJNA224116	Mycobacterium tuberculosis SUMu009	strain=SUMu009	46	654721	4375659	65.36				
GCF_000177935.2	SAMN02595389	PRJNA224116	Mycobacterium tuberculosis SUMu010	strain=SUMu010	52	812648	4407182	65.34				
GCF_000224435.1	SAMN02603755	PRJNA224116	Mycobacterium tuberculosis CTRI-2	strain=CTRI-2	1	4398525	4398525	65.6		Russia		
GCF_000256525.1	SAMN02470833	PRJNA224116	Mycobacterium tuberculosis CTRI-4	strain=CTRI-4	44	465199	4321569	65.38	1999	Russia	Homo sapiens	multidrug-resistant
GCF_000234725.1	SAMN02604104	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Mexico	strain=Mexico	1	4350386	4350386	65.66		Mexico		
GCF_000184005.1	SAMN02471088	PRJNA224116	Mycobacterium tuberculosis HN878	strain=HN878	1	4404672	4404672	65.36		USA		
GCF_000184025.1	SAMN02471089	PRJNA224116	Mycobacterium tuberculosis X122	strain=X122	1	4404714	4404714	65.42		South Africa		multidrug-resistant
GCF_000184045.1	SAMN02471041	PRJNA224116	Mycobacterium tuberculosis R1207	strain=R1207	1	4397271	4397271	65.43		South Africa		multidrug-resistant
GCF_000746805.1	SAMN03013397	PRJNA224116	Mycobacterium tuberculosis H37RvAE	strain=H37RvAE	1	4410946	4410946	65.62				
GCF_000751615.1	SAMN03020719	PRJNA224116	Mycobacterium tuberculosis H37RvMA	strain=H37RvMA	1	4410911	4410911	65.49				
GCF_000263135.1	SAMN02471106	PRJNA224116	Mycobacterium tuberculosis H37RvCO	strain=H37RvCO	1	4412883	4412883	65.41				
GCF_000751475.1	SAMN03020718	PRJNA224116	Mycobacterium tuberculosis H37RvLP	strain=H37RvLP	1	4410169	4410169	65.45				
GCF_000220415.1	SAMN02472040	PRJNA224116	Mycobacterium tuberculosis S96-129	strain=S96-129	1	4342996	4342996	65.3		Sweden	Homo sapiens	
GCF_000220435.1	SAMN02472041	PRJNA224116	Mycobacterium tuberculosis BTB05-552	strain=BTB05-552	1	4364777	4364777	65.37		Sweden	Homo sapiens	
GCF_000220455.1	SAMN02472033	PRJNA224116	Mycobacterium tuberculosis BTB05-559	strain=BTB05-559	1	4342459	4342459	65.34		Sweden	Homo sapiens	
GCF_000190335.1	SAMN02596696	PRJNA224116	Mycobacterium tuberculosis CDC1551A	strain=CDC1551A	53	794125	4380214	65.37				
GCF_000194035.1	SAMN00771607	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. ATCC 35733	strain=ATCC 35733	32	917212	4255552	65.44			Bos taurus	
GCF_000194055.1	SAMN00771608	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. ATCC 35740	strain=ATCC 35740	36	443304	4271122	65.44			Bos taurus	
GCF_000572125.1	SAMN03081429	PRJNA224116	Mycobacterium tuberculosis HKBS1	strain=HKBS1	1	4407929	4407929	65.61				
GCF_000572155.1	SAMN03081430	PRJNA224116	Mycobacterium tuberculosis BT2	strain=BT2	1	4401899	4401899	65.62				
GCF_000572175.1	SAMN03081431	PRJNA224116	Mycobacterium tuberculosis BT1	strain=BT1	1	4399405	4399405	65.59				
GCF_000291765.1	SAMD00036586	PRJNA224116	Mycobacterium tuberculosis NCGM2209	strain=NCGM2209	38	4464184	4500109	65.33				
GCF_000304555.1	SAMEA2272432	PRJNA224116	Mycobacterium tuberculosis UT205	strain=UT205	1	4418088	4418088	65.48				
GCF_000240245.1	SAMN02469671	PRJNA224116	Mycobacterium tuberculosis OSDD071	strain=OSDD071	571	61739	4249971	65.44	2009	India	Homo sapiens	
GCF_000240265.1	SAMN02469672	PRJNA224116	Mycobacterium tuberculosis OSDD504	strain=OSDD504	880	37066	4165492	65.33	2009	India	Homo sapiens	
GCF_000240285.1	SAMN02469670	PRJNA224116	Mycobacterium tuberculosis OSDD518	strain=OSDD518	598	59005	4232691	65.42	2009	India	Homo sapiens	
GCF_000331445.1	SAMEA2272730	PRJNA224116	Mycobacterium tuberculosis 7199-99	strain=7199-99	1	4421197	4421197	65.62				
GCF_000516395.1	SAMN02597361	PRJNA224116	Mycobacterium tuberculosis XDR1219	strain=XDR1219	170	229376	4319955	65.5				
GCF_000516435.1	SAMN02597360	PRJNA224116	Mycobacterium tuberculosis XDR1221	strain=XDR1221	214	167831	4304203	65.47				
GCF_000516455.1	SAMN02597359	PRJNA224116	Mycobacterium tuberculosis WX1	strain=WX1	183	183985	4310154	65.5				
GCF_000516415.1	SAMN02597358	PRJNA224116	Mycobacterium tuberculosis WX3	strain=WX3	160	229584	4310512	65.48				
GCF_000463175.1	SAMN02470646	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Frappier	strain=Frappier	167	192805	4237711	65.51				
GCF_000463195.1	SAMN02470641	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Glaxo	strain=Glaxo	312	111742	4200357	65.42				
GCF_000463235.1	SAMN02470644	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Phipps	strain=Phipps	726	49467	4104151	65.32				
GCF_000463255.1	SAMN02470642	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Prague	strain=Prague	805	38693	4095205	65.3				
GCF_000463275.1	SAMN02470643	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Sweden	strain=Sweden	968	25242	4036969	65.22				
GCF_000338715.2	SAMN02603488	PRJNA224116	Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P	strain=Korea 1168P	1	4376711	4376711	65.64				
GCF_000313215.2	SAMN02471862	PRJNA224116	Mycobacterium tuberculosis UM 1072388579	strain=UM 1072388579	76	462627	4351249	65.43	2011	Malaysia	Homo sapiens	multidrug-resistant
GCF_000454325.1	SAMN02469373	PRJNA224116	Mycobacterium tuberculosis FJ05194	strain=FJ05194	110	230916	4362378	65.48				
GCF_000454345.1	SAMN02469376	PRJNA224116	Mycobacterium tuberculosis GuangZ0019	strain=GuangZ0019	97	267200	4373311	65.55				
GCF_000698475.1	SAMN02803802	PRJNA224116	Mycobacterium tuberculosis K	strain=K	1	4385518	4385518	65.59	1998	Korea	Homo sapiens	
GCF_000442945.1	SAMN02471069	PRJNA224116	Mycobacterium tuberculosis PanR0201	strain=PanR0201	1	4402571	4402571	65.55		Panama	Homo sapiens	
GCF_000442965.1	SAMN02471108	PRJNA224116	Mycobacterium tuberculosis PanR0802	strain=PanR0802	1	4408178	4408178	65.59		Panama	Homo sapiens	
GCF_000443005.1	SAMN02471042	PRJNA224116	Mycobacterium tuberculosis PanR1005	strain=PanR1005	1	4408147	4408147	65.58		Panama	Homo sapiens	
GCF_000442795.1	SAMN02471068	PRJNA224116	Mycobacterium tuberculosis PanR0704	strain=PanR0704	1	4398504	4398504	65.61		Panama	Homo sapiens	
GCF_000659025.1	SAMN01828242	PRJNA224116	Mycobacterium tuberculosis TKK-01-0008	strain=TKK-01-0008	7	3925469	4419586	65.6				
GCF_000659045.1	SAMN01828243	PRJNA224116	Mycobacterium tuberculosis TKK-01-0017	strain=TKK-01-0017	1	4397765	4397765	65.62				
GCF_000706545.1	SAMN01828244	PRJNA224116	Mycobacterium tuberculosis TKK-01-0020	strain=TKK-01-0020	9	1470151	4411623	65.59				
GCF_000659065.1	SAMN01828245	PRJNA224116	Mycobacterium tuberculosis TKK-01-0021	strain=TKK-01-0021	11	3734764	4413173	65.59				
GCF_000659085.1	SAMN01828246	PRJNA224116	Mycobacterium tuberculosis TKK-01-0023	strain=TKK-01-0023	6	3367709	4411683	65.6				
GCF_000659105.1	SAMN01828247	PRJNA224116	Mycobacterium tuberculosis TKK-01-0026	strain=TKK-01-0026	3	2808476	4408216	65.6				
GCF_000659125.1	SAMN01828248	PRJNA224116	Mycobacterium tuberculosis TKK-01-0032	strain=TKK-01-0032	5	3938051	4412936	65.6				
GCF_000659145.1	SAMN01828249	PRJNA224116	Mycobacterium tuberculosis TKK-01-0069	strain=TKK-01-0069	2	4394125	4406038	65.6				
GCF_000659165.1	SAMN01828250	PRJNA224116	Mycobacterium tuberculosis TKK-01-0072	strain=TKK-01-0072	3	3951829	4427786	65.6				
GCF_000659185.1	SAMN01828251	PRJNA224116	Mycobacterium tuberculosis TKK-01-0080	strain=TKK-01-0080	6	2781667	4417406	65.59				
GCF_000364945.1	SAMN02470832	PRJNA224116	Mycobacterium tuberculosis SP21	strain=SP21	20	806694	4445201	65.37	2010	Russia	Homo sapiens	
GCF_000372545.3	SAMN02471435	PRJNA224116	Mycobacterium tuberculosis PR05	strain=PR05	178	181738	4300072	65.43	2012-07	Malaysia	Homo sapiens	
GCF_000568275.1	SAMN02951936	PRJNA224116	Mycobacterium tuberculosis 1034	strain=1034	308	103927	4283955	65.54		China	Homo sapiens	
GCF_000659205.1	SAMN01925614	PRJNA224116	Mycobacterium tuberculosis TKK_02_0004	strain=TKK_02_0004	1	4405189	4405189	65.6	2010-03-25	South Africa	Homo sapiens	
GCF_000659225.1	SAMN01925615	PRJNA224116	Mycobacterium tuberculosis TKK_02_0005	strain=TKK_02_0005	1	4407496	4407496	65.61	2010-03-25	South Africa	Homo sapiens	
GCF_000659245.1	SAMN01925617	PRJNA224116	Mycobacterium tuberculosis TKK_02_0007	strain=TKK_02_0007	1	4407215	4407215	65.61	2010-03-29	South Africa	Homo sapiens	
GCF_000659265.1	SAMN01925618	PRJNA224116	Mycobacterium tuberculosis TKK_02_0008	strain=TKK_02_0008	2	4150807	4410820	65.6	2010-04-07	South Africa	Homo sapiens	
GCF_000659285.1	SAMN01925619	PRJNA224116	Mycobacterium tuberculosis TKK_02_0009	strain=TKK_02_0009	1	4399918	4399918	65.61	2010-11-05	South Africa	Homo sapiens	
GCF_000659305.1	SAMN01925620	PRJNA224116	Mycobacterium tuberculosis TKK_02_0010	strain=TKK_02_0010	5	3935321	4408638	65.6	2010-04-12	South Africa	Homo sapiens	
GCF_000659325.1	SAMN01925621	PRJNA224116	Mycobacterium tuberculosis TKK_02_0011	strain=TKK_02_0011	8	3724244	4407120	65.61	2010-06-11	South Africa	Homo sapiens	
GCF_000659345.1	SAMN01925633	PRJNA224116	Mycobacterium tuberculosis TKK_02_0023	strain=TKK_02_0023	1	4406107	4406107	65.61	2010-06-28	South Africa	Homo sapiens	
GCF_000659365.1	SAMN01925634	PRJNA224116	Mycobacterium tuberculosis TKK_02_0024	strain=TKK_02_0024	1	4399238	4399238	65.61	2010-06-25	South Africa	Homo sapiens	
GCF_000659385.1	SAMN01925636	PRJNA224116	Mycobacterium tuberculosis TKK_02_0026	strain=TKK_02_0026	1	4400749	4400749	65.61	2010-07-08	South Africa	Homo sapiens	
GCF_000659405.1	SAMN01925638	PRJNA224116	Mycobacterium tuberculosis TKK_02_0028	strain=TKK_02_0028	1	4403314	4403314	65.61	2010-07-23	South Africa	Homo sapiens	
GCF_000659425.1	SAMN01925639	PRJNA224116	Mycobacterium tuberculosis TKK_02_0029	strain=TKK_02_0029	1	4401477	4401477	65.61	2010-11-05	South Africa	Homo sapiens	
GCF_000659445.1	SAMN01925640	PRJNA224116	Mycobacterium tuberculosis TKK_02_0030	strain=TKK_02_0030	1	4405831	4405831	65.61	2010-09-23	South Africa	Homo sapiens	
GCF_000659465.1	SAMN01925641	PRJNA224116	Mycobacterium tuberculosis TKK_02_0031	strain=TKK_02_0031	1	4404630	4404630	65.61	2010-11-15	South Africa	Homo sapiens	
GCF_000659485.1	SAMN01925645	PRJNA224116	Mycobacterium tuberculosis TKK_02_0035	strain=TKK_02_0035	2	4344667	4402839	65.62	2010-11-15	South Africa	Homo sapiens	
GCF_000659505.1	SAMN01925647	PRJNA224116	Mycobacterium tuberculosis TKK_02_0037	strain=TKK_02_0037	5	3919416	4389202	65.61	2010-11-15	South Africa	Homo sapiens	
GCF_000659525.1	SAMN01925650	PRJNA224116	Mycobacterium tuberculosis TKK_02_0040	strain=TKK_02_0040	1	4401637	4401637	65.61	2011-01-21	South Africa	Homo sapiens	
GCF_000659545.1	SAMN01925651	PRJNA224116	Mycobacterium tuberculosis TKK_02_0041	strain=TKK_02_0041	1	4403881	4403881	65.61	2011-01-21	South Africa	Homo sapiens	
GCF_000659565.1	SAMN01925652	PRJNA224116	Mycobacterium tuberculosis TKK_02_0042	strain=TKK_02_0042	4	3927593	4405634	65.59	2011-01-28	South Africa	Homo sapiens	
GCF_000659585.1	SAMN01925653	PRJNA224116	Mycobacterium tuberculosis TKK_02_0043	strain=TKK_02_0043	4	4260087	4411263	65.6	2011-02-04	South Africa	Homo sapiens	
GCF_000659605.1	SAMN01925654	PRJNA224116	Mycobacterium tuberculosis TKK_02_0044	strain=TKK_02_0044	1	4397990	4397990	65.61	2011-02-04	South Africa	Homo sapiens	
GCF_000659625.1	SAMN01925657	PRJNA224116	Mycobacterium tuberculosis TKK_02_0047	strain=TKK_02_0047	1	4404458	4404458	65.61	2011-02-25	South Africa	Homo sapiens	
GCF_000659645.1	SAMN01925658	PRJNA224116	Mycobacterium tuberculosis TKK_02_0048	strain=TKK_02_0048	1	4399592	4399592	65.61	2011-09-09	South Africa	Homo sapiens	
GCF_000659665.1	SAMN01925659	PRJNA224116	Mycobacterium tuberculosis TKK_02_0049	strain=TKK_02_0049	1	4401928	4401928	65.61	2011-09-09	South Africa	Homo sapiens	
GCF_000659685.1	SAMN01925660	PRJNA224116	Mycobacterium tuberculosis TKK_02_0050	strain=TKK_02_0050	1	4402430	4402430	65.61	2011-09-09	South Africa	Homo sapiens	
GCF_000659705.1	SAMN01925661	PRJNA224116	Mycobacterium tuberculosis TKK_02_0051	strain=TKK_02_0051	1	4407234	4407234	65.61	2011-06-14	South Africa	Homo sapiens	
GCF_000659725.1	SAMN01925663	PRJNA224116	Mycobacterium tuberculosis TKK_02_0053	strain=TKK_02_0053	1	4401623	4401623	65.61	2011-09-09	South Africa	Homo sapiens	
GCF_000659745.1	SAMN01925665	PRJNA224116	Mycobacterium tuberculosis TKK_02_0055	strain=TKK_02_0055	7	3925439	4400813	65.6	2011-12-22	South Africa	Homo sapiens	
GCF_000659765.1	SAMN01925666	PRJNA224116	Mycobacterium tuberculosis TKK_02_0056	strain=TKK_02_0056	1	4398883	4398883	65.61	2011-08-24	South Africa	Homo sapiens	
GCF_000659785.1	SAMN01925667	PRJNA224116	Mycobacterium tuberculosis TKK_02_0057	strain=TKK_02_0057	1	4407771	4407771	65.6	2011-12-22	South Africa	Homo sapiens	
GCF_000659805.1	SAMN01925668	PRJNA224116	Mycobacterium tuberculosis TKK_02_0058	strain=TKK_02_0058	2	4406037	4415099	65.61	2011-08-24	South Africa	Homo sapiens	
GCF_000659825.1	SAMN01925669	PRJNA224116	Mycobacterium tuberculosis TKK_02_0059	strain=TKK_02_0059	3	3013584	4410103	65.61	2011-12-22	South Africa	Homo sapiens	
GCF_000659845.1	SAMN01925670	PRJNA224116	Mycobacterium tuberculosis TKK_02_0060	strain=TKK_02_0060	1	4405933	4405933	65.61	2011-12-14	South Africa	Homo sapiens	
GCF_000659865.1	SAMN01925675	PRJNA224116	Mycobacterium tuberculosis TKK_02_0065	strain=TKK_02_0065	1	4398895	4398895	65.61	2011-12-14	South Africa	Homo sapiens	
GCF_000659885.1	SAMN01925676	PRJNA224116	Mycobacterium tuberculosis TKK_02_0066	strain=TKK_02_0066	5	3940793	4420543	65.59	2011-12-22	South Africa	Homo sapiens	
GCF_000659905.1	SAMN01925684	PRJNA224116	Mycobacterium tuberculosis TKK_02_0074	strain=TKK_02_0074	5	2288658	4412057	65.59	2011-12-14	South Africa	Homo sapiens	
GCF_000659925.1	SAMN01925685	PRJNA224116	Mycobacterium tuberculosis TKK_02_0075	strain=TKK_02_0075	4	3927623	4405227	65.61	2012-01-27	South Africa	Homo sapiens	
GCF_000659945.1	SAMN01925686	PRJNA224116	Mycobacterium tuberculosis TKK_02_0076	strain=TKK_02_0076	1	4408664	4408664	65.62	2011-12-22	South Africa	Homo sapiens	
GCF_000659965.1	SAMN01925689	PRJNA224116	Mycobacterium tuberculosis TKK_02_0079	strain=TKK_02_0079	3	3894002	4361251	65.62	2012-01-17	South Africa	Homo sapiens	
GCF_000659985.1	SAMN01925690	PRJNA224116	Mycobacterium tuberculosis TKK_02_0080	strain=TKK_02_0080	6	3924318	4409967	65.6	2012-01-17	South Africa	Homo sapiens	
GCF_000660005.1	SAMN01925691	PRJNA224116	Mycobacterium tuberculosis OFXR-2	strain=OFXR-2	4	3705440	4400625	65.59	2005-08-24		Homo sapiens	
GCF_000660025.1	SAMN01925692	PRJNA224116	Mycobacterium tuberculosis OFXR-3	strain=OFXR-3	4	3941023	4424878	65.6	2006-08-18		Homo sapiens	
GCF_000660045.1	SAMN01925693	PRJNA224116	Mycobacterium tuberculosis OFXR-4	strain=OFXR-4	8	2350412	4417427	65.58	2010-02-19		Homo sapiens	
GCF_000660065.1	SAMN01925694	PRJNA224116	Mycobacterium tuberculosis OFXR-5	strain=OFXR-5	8	2004234	4415779	65.59	2007-09-19		Homo sapiens	
GCF_000660085.1	SAMN01925695	PRJNA224116	Mycobacterium tuberculosis OFXR-7	strain=OFXR-7	4	3933627	4419334	65.59	2007-04-11		Homo sapiens	
GCF_000660105.1	SAMN01925696	PRJNA224116	Mycobacterium tuberculosis OFXR-10	strain=OFXR-10	7	3369349	4410067	65.6	2007-03-16		Homo sapiens	
GCF_000660125.1	SAMN01925697	PRJNA224116	Mycobacterium tuberculosis OFXR-11	strain=OFXR-11	5	3918498	4402181	65.61	2007-04-18		Homo sapiens	
GCF_000660145.1	SAMN01925698	PRJNA224116	Mycobacterium tuberculosis OFXR-12	strain=OFXR-12	5	3914006	4393134	65.6	2007-04-02		Homo sapiens	
GCF_000660165.1	SAMN01925699	PRJNA224116	Mycobacterium tuberculosis OFXR-13	strain=OFXR-13	6	3905164	4386306	65.61	2009-10-28		Homo sapiens	
GCF_000660185.1	SAMN01925700	PRJNA224116	Mycobacterium tuberculosis OFXR-14	strain=OFXR-14	5	3835667	4398280	65.59	2009-10-14		Homo sapiens	
GCF_000660205.1	SAMN01925701	PRJNA224116	Mycobacterium tuberculosis OFXR-15	strain=OFXR-15	9	2831990	4403424	65.59	2009-05-11		Homo sapiens	
GCF_000660225.1	SAMN01925702	PRJNA224116	Mycobacterium tuberculosis OFXR-16	strain=OFXR-16	11	2374465	4415849	65.59	2009-02-24		Homo sapiens	
GCF_000422125.1	SAMN02603180	PRJNA224116	Mycobacterium tuberculosis EAI5	strain=EAI5	1	4391174	4391174	65.62				
GCF_002191175.1	SAMN07197331	PRJNA224116	Mycobacterium tuberculosis PR08	strain=PR08	363	98672	4224743	65.41	2012-07	Malaysia	Homo sapiens	
GCF_000660245.1	SAMN02053741	PRJNA224116	Mycobacterium tuberculosis TKK-01-0001	strain=TKK-01-0001	1	4412109	4412109	65.62	2008-01-16	South Africa	Homo sapiens	
GCF_000660265.1	SAMN02053742	PRJNA224116	Mycobacterium tuberculosis TKK-01-0002	strain=TKK-01-0002	7	3928376	4406084	65.59	2008-01-22	South Africa	Homo sapiens	
GCF_000660285.1	SAMN02053743	PRJNA224116	Mycobacterium tuberculosis TKK-01-0003	strain=TKK-01-0003	9	3495874	4405785	65.61	2008-01-28	South Africa	Homo sapiens	
GCF_000660305.1	SAMN02053744	PRJNA224116	Mycobacterium tuberculosis TKK-01-0004	strain=TKK-01-0004	1	4408210	4408210	65.61	2008-02-06	South Africa	Homo sapiens	
GCF_000660325.1	SAMN02053745	PRJNA224116	Mycobacterium tuberculosis TKK-01-0005	strain=TKK-01-0005	5	3917128	4397178	65.6	2008-02-08	South Africa	Homo sapiens	
GCF_000660345.1	SAMN02053746	PRJNA224116	Mycobacterium tuberculosis TKK-01-0006	strain=TKK-01-0006	1	4404966	4404966	65.61	2008-02-15	South Africa	Homo sapiens	
GCF_000660365.1	SAMN02053747	PRJNA224116	Mycobacterium tuberculosis TKK-01-0007	strain=TKK-01-0007	2	3944424	4427095	65.59	2008-01-08	South Africa	Homo sapiens	
GCF_000660385.1	SAMN02053748	PRJNA224116	Mycobacterium tuberculosis TKK-01-0009	strain=TKK-01-0009	7	1984253	4427858	65.63	2008-02-19	South Africa	Homo sapiens	
GCF_000660405.1	SAMN02053749	PRJNA224116	Mycobacterium tuberculosis TKK-01-0010	strain=TKK-01-0010	7	3604927	4423782	65.58	2008-02-19	South Africa	Homo sapiens	
GCF_000660425.1	SAMN02053750	PRJNA224116	Mycobacterium tuberculosis TKK-01-0011	strain=TKK-01-0011	6	3898645	4375389	65.62	2008-02-20	South Africa	Homo sapiens	
GCF_000660445.1	SAMN02053751	PRJNA224116	Mycobacterium tuberculosis TKK-01-0012	strain=TKK-01-0012	1	4407538	4407538	65.62	2008-02-25	South Africa	Homo sapiens	
GCF_000660465.1	SAMN02053752	PRJNA224116	Mycobacterium tuberculosis TKK-01-0013	strain=TKK-01-0013	9	3714296	4410300	65.61	2008-02-26	South Africa	Homo sapiens	
GCF_000660485.1	SAMN02053753	PRJNA224116	Mycobacterium tuberculosis TKK-01-0014	strain=TKK-01-0014	13	2688726	4417299	65.6	2008-02-26	South Africa	Homo sapiens	
