Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
GCF_002130705.1_ASM213070v1_genomic	1	1	1	1	1	1	4404039	4404039	4404039	4404039	4404039	4404039	1	4404039	4404039	65.61	4404039	4404039	1	1	0.00
GCF_002130745.1_ASM213074v1_genomic	2	2	2	2	2	2	4406258	4406258	4406258	4406258	4406258	4406258	2	3941932	4406258	65.62	3941932	3941932	1	1	0.16
GCF_002130765.1_ASM213076v1_genomic	1	1	1	1	1	1	4394512	4394512	4394512	4394512	4394512	4394512	1	4394512	4394512	65.61	4394512	4394512	1	1	0.16
GCF_002130775.1_ASM213077v1_genomic	3	3	2	2	2	2	4396687	4396687	4395327	4395327	4395327	4395327	3	3113906	4396687	65.61	3113906	1281421	1	2	0.00
GCF_002130785.1_ASM213078v1_genomic	3	3	2	2	2	2	4383048	4383048	4381813	4381813	4381813	4381813	3	3918940	4383048	65.60	3918940	3918940	1	1	0.23
GCF_002130825.1_ASM213082v1_genomic	6	5	5	5	5	5	4392910	4392658	4392658	4392658	4392658	4392658	5	2583371	4392658	65.59	2583371	495461	1	3	0.00
GCF_002130845.1_ASM213084v1_genomic	2	2	2	2	2	2	4406721	4406721	4406721	4406721	4406721	4406721	2	3212680	4406721	65.61	3212680	1194041	1	2	0.00
GCF_002130855.1_ASM213085v1_genomic	1	1	1	1	1	1	4404043	4404043	4404043	4404043	4404043	4404043	1	4404043	4404043	65.62	4404043	4404043	1	1	0.00
GCF_002130865.1_ASM213086v1_genomic	3	3	3	3	3	3	4398013	4398013	4398013	4398013	4398013	4398013	3	3113325	4398013	65.61	3113325	671428	1	2	0.00
GCF_002130895.1_ASM213089v1_genomic	2	2	2	2	2	2	4405527	4405527	4405527	4405527	4405527	4405527	2	2636867	4405527	65.61	2636867	1768660	1	2	0.30
GCF_002130925.1_ASM213092v1_genomic	13	6	6	6	6	5	4384514	4381925	4381925	4381925	4381925	4355596	8	1882977	4383017	65.60	854595	820039	2	3	0.52
GCF_002130935.1_ASM213093v1_genomic	4	4	4	4	4	4	4404874	4404874	4404874	4404874	4404874	4404874	4	3113797	4404874	65.61	3113797	585264	1	2	0.54
GCF_002130945.1_ASM213094v1_genomic	2	2	2	2	2	2	4399568	4399568	4399568	4399568	4399568	4399568	2	3118321	4399568	65.62	3118321	1281247	1	2	0.00
GCF_002130955.1_ASM213095v1_genomic	3	3	3	3	3	3	4395945	4395945	4395945	4395945	4395945	4395945	3	3725099	4395945	65.62	3725099	3725099	1	1	0.02
GCF_002131005.1_ASM213100v1_genomic	3	3	3	3	3	3	4406964	4406964	4406964	4406964	4406964	4406964	3	1921588	4406964	65.61	1290776	1194600	2	3	0.05
GCF_002131015.1_ASM213101v1_genomic	13	12	9	8	8	8	4395326	4394889	4389986	4380561	4380561	4380561	12	1738840	4394889	65.62	795124	456524	2	4	0.34
GCF_002131025.1_ASM213102v1_genomic	12	9	6	5	5	5	4399321	4397662	4391328	4383278	4383278	4383278	11	1935058	4399026	65.62	855378	794086	2	3	0.20
GCF_002131055.1_ASM213105v1_genomic	12	8	7	7	6	6	4371035	4369528	4367635	4367635	4355837	4355837	9	2085072	4370141	65.60	874763	459382	2	3	0.43
GCF_002131085.1_ASM213108v1_genomic	8	4	4	4	4	4	4380449	4378043	4378043	4378043	4378043	4378043	7	2725589	4380067	65.60	2725589	854395	1	2	0.32
GCF_002131105.1_ASM213110v1_genomic	5	5	4	4	4	4	4408348	4408348	4407043	4407043	4407043	4407043	5	2750461	4408348	65.62	2750461	856411	1	2	0.14
GCF_002131115.1_ASM213111v1_genomic	10	9	7	7	7	6	4403173	4402894	4399493	4399493	4399493	4373080	9	1898792	4402894	65.62	855608	609183	2	3	0.14
GCF_002131135.1_ASM213113v1_genomic	8	7	6	6	6	6	4409813	4409526	4408299	4408299	4408299	4408299	7	1926059	4409526	65.62	1194381	463413	2	3	0.29
GCF_002131155.1_ASM213115v1_genomic	4	3	3	3	3	3	4390445	4390164	4390164	4390164	4390164	4390164	3	2253636	4390164	65.61	2253636	1278791	1	2	0.02
GCF_002131185.1_ASM213118v1_genomic	2	2	2	2	2	2	4388931	4388931	4388931	4388931	4388931	4388931	2	3907970	4388931	65.61	3907970	3907970	1	1	0.16
GCF_002131195.1_ASM213119v1_genomic	4	4	4	4	3	3	4361367	4361367	4361367	4361367	4351347	4351347	4	3103222	4361367	65.60	3103222	783363	1	2	0.09
GCF_002131215.1_ASM213121v1_genomic	40	30	21	20	20	19	4411774	4407527	4390956	4383320	4383320	4354999	33	1061308	4409668	65.60	316516	158957	5	10	0.63
GCF_002131245.1_ASM213124v1_genomic	9	4	3	3	3	3	4395101	4392962	4391599	4391599	4391599	4391599	5	3105928	4393861	65.60	3105928	810287	1	2	0.20
GCF_002131265.1_ASM213126v1_genomic	9	3	3	3	3	3	4389750	4387974	4387974	4387974	4387974	4387974	3	3827062	4387974	65.60	3827062	3827062	1	1	0.00
GCF_002131285.1_ASM213128v1_genomic	1	1	1	1	1	1	4390293	4390293	4390293	4390293	4390293	4390293	1	4390293	4390293	65.61	4390293	4390293	1	1	0.00
GCF_002131295.1_ASM213129v1_genomic	1	1	1	1	1	1	4388174	4388174	4388174	4388174	4388174	4388174	1	4388174	4388174	65.60	4388174	4388174	1	1	0.05
GCF_002131325.1_ASM213132v1_genomic	9	6	5	4	4	4	4404937	4403609	4402402	4392903	4392903	4392903	7	2771230	4404326	65.59	2771230	823315	1	2	0.00
GCF_002131335.1_ASM213133v1_genomic	3	3	3	3	3	3	4356155	4356155	4356155	4356155	4356155	4356155	3	3102622	4356155	65.62	3102622	788132	1	2	0.00
GCF_002131365.1_ASM213136v1_genomic	4	4	4	4	4	4	4394604	4394604	4394604	4394604	4394604	4394604	4	2625826	4394604	65.60	2625826	820691	1	2	0.00
GCF_002131385.1_ASM213138v1_genomic	3	3	2	2	2	2	4392433	4392433	4391071	4391071	4391071	4391071	3	3108217	4392433	65.60	3108217	1282854	1	2	0.02
GCF_002131395.1_ASM213139v1_genomic	3	3	3	3	3	3	4353086	4353086	4353086	4353086	4353086	4353086	3	3717569	4353086	65.60	3717569	3717569	1	1	0.00
GCF_002131405.1_ASM213140v1_genomic	5	2	2	2	2	2	4390167	4388965	4388965	4388965	4388965	4388965	3	3925853	4389553	65.61	3925853	3925853	1	1	0.23
GCF_002131445.1_ASM213144v1_genomic	3	3	3	3	3	3	4378188	4378188	4378188	4378188	4378188	4378188	3	2614378	4378188	65.58	2614378	1280246	1	2	0.02
GCF_002131455.1_ASM213145v1_genomic	5	4	4	4	4	4	4365645	4365437	4365437	4365437	4365437	4365437	4	2182091	4365437	65.60	926352	669838	2	3	0.00
GCF_002131485.1_ASM213148v1_genomic	1	1	1	1	1	1	4384327	4384327	4384327	4384327	4384327	4384327	1	4384327	4384327	65.61	4384327	4384327	1	1	0.02
GCF_002131495.1_ASM213149v1_genomic	7	4	4	4	4	4	4420055	4419174	4419174	4419174	4419174	4419174	4	1915187	4419174	65.58	1214002	827078	2	3	0.00
GCF_002131525.1_ASM213152v1_genomic	2	2	2	2	2	2	4396771	4396771	4396771	4396771	4396771	4396771	2	3116291	4396771	65.60	3116291	1280480	1	2	0.02
GCF_002131545.1_ASM213154v1_genomic	2	2	2	2	2	2	4412316	4412316	4412316	4412316	4412316	4412316	2	3125207	4412316	65.60	3125207	1287109	1	2	0.05
GCF_002131555.1_ASM213155v1_genomic	1	1	1	1	1	1	4384711	4384711	4384711	4384711	4384711	4384711	1	4384711	4384711	65.61	4384711	4384711	1	1	0.02
GCF_002131585.1_ASM213158v1_genomic	2	2	2	2	2	2	4391655	4391655	4391655	4391655	4391655	4391655	2	3108967	4391655	65.60	3108967	1282688	1	2	0.00
GCF_002131595.1_ASM213159v1_genomic	3	3	3	3	3	3	4387572	4387572	4387572	4387572	4387572	4387572	3	3109666	4387572	65.61	3109666	813451	1	2	0.00
GCF_002131625.1_ASM213162v1_genomic	7	5	4	4	4	4	4389784	4388978	4386671	4386671	4386671	4386671	6	2019785	4389551	65.62	1091962	811751	2	3	0.00
GCF_002131645.1_ASM213164v1_genomic	10	3	3	3	3	3	4384988	4381654	4381654	4381654	4381654	4381654	7	1987243	4384143	65.60	1834561	1834561	2	2	0.11
GCF_002131655.1_ASM213165v1_genomic	2	2	2	2	2	2	4400505	4400505	4400505	4400505	4400505	4400505	2	3926453	4400505	65.60	3926453	3926453	1	1	0.18
GCF_002131685.1_ASM213168v1_genomic	2	2	2	2	2	2	4410072	4410072	4410072	4410072	4410072	4410072	2	3383788	4410072	65.60	3383788	3383788	1	1	0.16
GCF_002131705.1_ASM213170v1_genomic	1	1	1	1	1	1	4421068	4421068	4421068	4421068	4421068	4421068	1	4421068	4421068	65.59	4421068	4421068	1	1	0.00
GCF_002131715.1_ASM213171v1_genomic	2	2	2	2	2	2	4386367	4386367	4386367	4386367	4386367	4386367	2	3105662	4386367	65.59	3105662	1280705	1	2	0.00
GCF_002131725.1_ASM213172v1_genomic	1	1	1	1	1	1	4387577	4387577	4387577	4387577	4387577	4387577	1	4387577	4387577	65.60	4387577	4387577	1	1	0.00
GCF_002131765.1_ASM213176v1_genomic	4	4	4	4	4	4	4393572	4393572	4393572	4393572	4393572	4393572	4	1416396	4393572	65.60	1283230	1220630	2	3	0.00
GCF_002131785.1_ASM213178v1_genomic	2	2	2	2	2	2	4395052	4395052	4395052	4395052	4395052	4395052	2	3205234	4395052	65.60	3205234	1189818	1	2	0.00
GCF_002131805.1_ASM213180v1_genomic	3	3	3	3	3	3	4418166	4418166	4418166	4418166	4418166	4418166	3	3615282	4418166	65.61	3615282	3615282	1	1	0.16
GCF_002131815.1_ASM213181v1_genomic	9	5	5	5	5	5	4383820	4382263	4382263	4382263	4382263	4382263	6	1889900	4383099	65.59	1218097	607539	2	3	0.00
GCF_002135065.1_ASM213506v1_genomic	20	16	11	10	10	9	4386393	4384793	4375161	4368252	4368252	4340018	18	1466746	4385907	65.60	797037	358469	2	5	0.16
GCF_002148975.1_ASM214897v1_genomic	29	27	26	26	25	20	4321155	4320003	4318052	4318052	4303637	4135408	29	568885	4321155	65.60	300837	149545	6	11	0.00
GCF_002149005.1_ASM214900v1_genomic	28	26	24	24	23	18	4321157	4320005	4316668	4316668	4298348	4131501	28	568886	4321157	65.60	306712	149545	5	10	0.00
GCF_002191175.1_MTB_TB008_version_1_genomic	422	308	202	143	53	8	4247663	4186777	3937781	3524914	2074887	581731	363	98672	4224743	65.41	24617	13453	55	113	0.00
GCF_002208235.1_ASM220823v1_genomic	1	1	1	1	1	1	4417716	4417716	4417716	4417716	4417716	4417716	1	4417716	4417716	65.62	4417716	4417716	1	1	0.00
GCF_002290145.1_ASM229014v1_genomic	1	1	1	1	1	1	4411709	4411709	4411709	4411709	4411709	4411709	1	4411709	4411709	65.62	4411709	4411709	1	1	7.50
GCF_002290165.1_ASM229016v1_genomic	1	1	1	1	1	1	4414325	4414325	4414325	4414325	4414325	4414325	1	4414325	4414325	65.59	4414325	4414325	1	1	189.75
GCF_002356015.1_ASM235601v1_genomic	1	1	1	1	1	1	4380602	4380602	4380602	4380602	4380602	4380602	1	4380602	4380602	65.62	4380602	4380602	1	1	0.00
GCF_002356255.1_ASM235625v1_genomic	1	1	1	1	1	1	4399916	4399916	4399916	4399916	4399916	4399916	1	4399916	4399916	65.61	4399916	4399916	1	1	0.00
GCF_002357935.1_ASM235793v1_genomic	1	1	1	1	1	1	4411033	4411033	4411033	4411033	4411033	4411033	1	4411033	4411033	65.61	4411033	4411033	1	1	0.00
GCF_002357955.1_ASM235795v1_genomic	1	1	1	1	1	1	4421540	4421540	4421540	4421540	4421540	4421540	1	4421540	4421540	65.62	4421540	4421540	1	1	0.00
GCF_002357975.1_ASM235797v1_genomic	1	1	1	1	1	1	4413362	4413362	4413362	4413362	4413362	4413362	1	4413362	4413362	65.61	4413362	4413362	1	1	0.00
GCF_002406255.1_ASM240625v1_genomic	446	212	151	112	55	27	4365322	4276428	4126001	3836850	2891945	1940672	256	128561	4307141	65.40	41407	18622	32	71	0.00
GCF_002406295.1_ASM240629v1_genomic	172	119	82	71	54	34	4362922	4334229	4256445	4175354	3889645	3196911	145	176456	4352522	65.50	78024	48564	19	36	0.00
GCF_002406455.1_ASM240645v1_genomic	222	222	156	118	58	19	4235087	4235087	4061075	3788270	2856548	1484915	222	190061	4235087	65.52	36679	18251	35	73	0.00
GCF_002446875.1_ASM244687v1_genomic	1	1	1	1	1	1	4411288	4411288	4411288	4411288	4411288	4411288	1	4411288	4411288	65.62	4411288	4411288	1	1	2.95
GCF_002446895.1_ASM244689v1_genomic	1	1	1	1	1	1	4411271	4411271	4411271	4411271	4411271	4411271	1	4411271	4411271	65.62	4411271	4411271	1	1	2.81
GCF_002446915.1_ASM244691v1_genomic	1	1	1	1	1	1	4411312	4411312	4411312	4411312	4411312	4411312	1	4411312	4411312	65.61	4411312	4411312	1	1	3.08
GCF_002446935.1_ASM244693v1_genomic	1	1	1	1	1	1	4411180	4411180	4411180	4411180	4411180	4411180	1	4411180	4411180	65.61	4411180	4411180	1	1	3.33
GCF_002446955.1_ASM244695v1_genomic	1	1	1	1	1	1	4411382	4411382	4411382	4411382	4411382	4411382	1	4411382	4411382	65.61	4411382	4411382	1	1	4.28
GCF_002446975.1_ASM244697v1_genomic	1	1	1	1	1	1	4411180	4411180	4411180	4411180	4411180	4411180	1	4411180	4411180	65.61	4411180	4411180	1	1	2.90
GCF_002446995.1_ASM244699v1_genomic	1	1	1	1	1	1	4411208	4411208	4411208	4411208	4411208	4411208	1	4411208	4411208	65.61	4411208	4411208	1	1	2.40
GCF_002447015.1_ASM244701v1_genomic	1	1	1	1	1	1	4411436	4411436	4411436	4411436	4411436	4411436	1	4411436	4411436	65.62	4411436	4411436	1	1	2.86
GCF_002447035.1_ASM244703v1_genomic	1	1	1	1	1	1	4411353	4411353	4411353	4411353	4411353	4411353	1	4411353	4411353	65.62	4411353	4411353	1	1	2.92
GCF_002447055.1_ASM244705v1_genomic	1	1	1	1	1	1	4411315	4411315	4411315	4411315	4411315	4411315	1	4411315	4411315	65.62	4411315	4411315	1	1	3.08
GCF_002447075.1_ASM244707v1_genomic	1	1	1	1	1	1	4411280	4411280	4411280	4411280	4411280	4411280	1	4411280	4411280	65.61	4411280	4411280	1	1	3.20
GCF_002447095.1_ASM244709v1_genomic	1	1	1	1	1	1	4411215	4411215	4411215	4411215	4411215	4411215	1	4411215	4411215	65.62	4411215	4411215	1	1	13.90
GCF_002447115.1_ASM244711v1_genomic	1	1	1	1	1	1	4411148	4411148	4411148	4411148	4411148	4411148	1	4411148	4411148	65.61	4411148	4411148	1	1	2.88
GCF_002447135.1_ASM244713v1_genomic	1	1	1	1	1	1	4411121	4411121	4411121	4411121	4411121	4411121	1	4411121	4411121	65.62	4411121	4411121	1	1	4.19
GCF_002447155.1_ASM244715v1_genomic	1	1	1	1	1	1	4411217	4411217	4411217	4411217	4411217	4411217	1	4411217	4411217	65.61	4411217	4411217	1	1	2.83
GCF_002447175.1_ASM244717v1_genomic	1	1	1	1	1	1	4411143	4411143	4411143	4411143	4411143	4411143	1	4411143	4411143	65.61	4411143	4411143	1	1	3.02
GCF_002447195.1_ASM244719v1_genomic	1	1	1	1	1	1	4411318	4411318	4411318	4411318	4411318	4411318	1	4411318	4411318	65.62	4411318	4411318	1	1	2.74
GCF_002447215.1_ASM244721v1_genomic	1	1	1	1	1	1	4411331	4411331	4411331	4411331	4411331	4411331	1	4411331	4411331	65.62	4411331	4411331	1	1	2.72
GCF_002447235.1_ASM244723v1_genomic	1	1	1	1	1	1	4411398	4411398	4411398	4411398	4411398	4411398	1	4411398	4411398	65.62	4411398	4411398	1	1	22.08
GCF_002447255.1_ASM244725v1_genomic	1	1	1	1	1	1	4411342	4411342	4411342	4411342	4411342	4411342	1	4411342	4411342	65.62	4411342	4411342	1	1	2.81
GCF_002447275.1_ASM244727v1_genomic	1	1	1	1	1	1	4411408	4411408	4411408	4411408	4411408	4411408	1	4411408	4411408	65.62	4411408	4411408	1	1	3.65
GCF_002447295.1_ASM244729v1_genomic	1	1	1	1	1	1	4411306	4411306	4411306	4411306	4411306	4411306	1	4411306	4411306	65.61	4411306	4411306	1	1	2.65
GCF_002447315.1_ASM244731v1_genomic	1	1	1	1	1	1	4411134	4411134	4411134	4411134	4411134	4411134	1	4411134	4411134	65.62	4411134	4411134	1	1	4.08
GCF_002447335.1_ASM244733v1_genomic	1	1	1	1	1	1	4411337	4411337	4411337	4411337	4411337	4411337	1	4411337	4411337	65.61	4411337	4411337	1	1	3.65
GCF_002447355.1_ASM244735v1_genomic	1	1	1	1	1	1	4411385	4411385	4411385	4411385	4411385	4411385	1	4411385	4411385	65.61	4411385	4411385	1	1	3.76
GCF_002447375.1_ASM244737v1_genomic	1	1	1	1	1	1	4411394	4411394	4411394	4411394	4411394	4411394	1	4411394	4411394	65.61	4411394	4411394	1	1	3.65
GCF_002447395.1_ASM244739v1_genomic	1	1	1	1	1	1	4411115	4411115	4411115	4411115	4411115	4411115	1	4411115	4411115	65.61	4411115	4411115	1	1	3.94
GCF_002447415.1_ASM244741v1_genomic	1	1	1	1	1	1	4411439	4411439	4411439	4411439	4411439	4411439	1	4411439	4411439	65.62	4411439	4411439	1	1	2.29
GCF_002447435.1_ASM244743v1_genomic	1	1	1	1	1	1	4411230	4411230	4411230	4411230	4411230	4411230	1	4411230	4411230	65.61	4411230	4411230	1	1	3.15
GCF_002447455.1_ASM244745v1_genomic	1	1	1	1	1	1	4411412	4411412	4411412	4411412	4411412	4411412	1	4411412	4411412	65.61	4411412	4411412	1	1	3.04
GCF_002447475.1_ASM244747v1_genomic	1	1	1	1	1	1	4411415	4411415	4411415	4411415	4411415	4411415	1	4411415	4411415	65.61	4411415	4411415	1	1	1.90
GCF_002447495.1_ASM244749v1_genomic	1	1	1	1	1	1	4411211	4411211	4411211	4411211	4411211	4411211	1	4411211	4411211	65.61	4411211	4411211	1	1	2.83
GCF_002447515.1_ASM244751v1_genomic	1	1	1	1	1	1	4411475	4411475	4411475	4411475	4411475	4411475	1	4411475	4411475	65.62	4411475	4411475	1	1	2.24
GCF_002447535.1_ASM244753v1_genomic	1	1	1	1	1	1	4411243	4411243	4411243	4411243	4411243	4411243	1	4411243	4411243	65.61	4411243	4411243	1	1	3.15
GCF_002447555.1_ASM244755v1_genomic	1	1	1	1	1	1	4411137	4411137	4411137	4411137	4411137	4411137	1	4411137	4411137	65.61	4411137	4411137	1	1	2.95
GCF_002447575.1_ASM244757v1_genomic	1	1	1	1	1	1	4411365	4411365	4411365	4411365	4411365	4411365	1	4411365	4411365	65.62	4411365	4411365	1	1	1.50
GCF_002447595.1_ASM244759v1_genomic	1	1	1	1	1	1	4411186	4411186	4411186	4411186	4411186	4411186	1	4411186	4411186	65.62	4411186	4411186	1	1	3.88
GCF_002447615.1_ASM244761v1_genomic	1	1	1	1	1	1	4411340	4411340	4411340	4411340	4411340	4411340	1	4411340	4411340	65.62	4411340	4411340	1	1	23.19
GCF_002447635.1_ASM244763v1_genomic	1	1	1	1	1	1	4411321	4411321	4411321	4411321	4411321	4411321	1	4411321	4411321	65.62	4411321	4411321	1	1	3.08
GCF_002447655.1_ASM244765v1_genomic	1	1	1	1	1	1	4411331	4411331	4411331	4411331	4411331	4411331	1	4411331	4411331	65.61	4411331	4411331	1	1	2.31
GCF_002447675.1_ASM244767v1_genomic	1	1	1	1	1	1	4411326	4411326	4411326	4411326	4411326	4411326	1	4411326	4411326	65.61	4411326	4411326	1	1	2.77
GCF_002447695.1_ASM244769v1_genomic	1	1	1	1	1	1	4411379	4411379	4411379	4411379	4411379	4411379	1	4411379	4411379	65.61	4411379	4411379	1	1	1.99
GCF_002447715.1_ASM244771v1_genomic	1	1	1	1	1	1	4411392	4411392	4411392	4411392	4411392	4411392	1	4411392	4411392	65.61	4411392	4411392	1	1	2.45
GCF_002447735.1_ASM244773v1_genomic	1	1	1	1	1	1	4411494	4411494	4411494	4411494	4411494	4411494	1	4411494	4411494	65.62	4411494	4411494	1	1	1.56
GCF_002447755.1_ASM244775v1_genomic	1	1	1	1	1	1	4411335	4411335	4411335	4411335	4411335	4411335	1	4411335	4411335	65.61	4411335	4411335	1	1	2.27
GCF_002447775.1_ASM244777v1_genomic	1	1	1	1	1	1	4411449	4411449	4411449	4411449	4411449	4411449	1	4411449	4411449	65.62	4411449	4411449	1	1	2.61
GCF_002447795.1_ASM244779v1_genomic	1	1	1	1	1	1	4411392	4411392	4411392	4411392	4411392	4411392	1	4411392	4411392	65.61	4411392	4411392	1	1	3.15
GCF_002447815.1_ASM244781v1_genomic	1	1	1	1	1	1	4411299	4411299	4411299	4411299	4411299	4411299	1	4411299	4411299	65.62	4411299	4411299	1	1	3.04
GCF_002447835.1_ASM244783v1_genomic	1	1	1	1	1	1	4411327	4411327	4411327	4411327	4411327	4411327	1	4411327	4411327	65.62	4411327	4411327	1	1	3.29
GCF_002447855.1_ASM244785v1_genomic	1	1	1	1	1	1	4411315	4411315	4411315	4411315	4411315	4411315	1	4411315	4411315	65.62	4411315	4411315	1	1	2.95
GCF_002447875.1_ASM244787v1_genomic	1	1	1	1	1	1	4411290	4411290	4411290	4411290	4411290	4411290	1	4411290	4411290	65.61	4411290	4411290	1	1	3.72
GCF_002447895.1_ASM244789v1_genomic	1	1	1	1	1	1	4411338	4411338	4411338	4411338	4411338	4411338	1	4411338	4411338	65.62	4411338	4411338	1	1	2.40
GCF_002447915.1_ASM244791v1_genomic	1	1	1	1	1	1	4411432	4411432	4411432	4411432	4411432	4411432	1	4411432	4411432	65.62	4411432	4411432	1	1	3.65
GCF_002447935.1_ASM244793v1_genomic	1	1	1	1	1	1	4411159	4411159	4411159	4411159	4411159	4411159	1	4411159	4411159	65.62	4411159	4411159	1	1	3.60
GCF_002447955.1_ASM244795v1_genomic	1	1	1	1	1	1	4411229	4411229	4411229	4411229	4411229	4411229	1	4411229	4411229	65.61	4411229	4411229	1	1	2.52
GCF_002447975.1_ASM244797v1_genomic	1	1	1	1	1	1	4411479	4411479	4411479	4411479	4411479	4411479	1	4411479	4411479	65.62	4411479	4411479	1	1	2.06
GCF_002447995.1_ASM244799v1_genomic	1	1	1	1	1	1	4411352	4411352	4411352	4411352	4411352	4411352	1	4411352	4411352	65.62	4411352	4411352	1	1	2.63
GCF_002448015.1_ASM244801v1_genomic	1	1	1	1	1	1	4411454	4411454	4411454	4411454	4411454	4411454	1	4411454	4411454	65.62	4411454	4411454	1	1	2.52
GCF_002448035.1_ASM244803v1_genomic	1	1	1	1	1	1	4411157	4411157	4411157	4411157	4411157	4411157	1	4411157	4411157	65.61	4411157	4411157	1	1	2.86
GCF_002448055.1_ASM244805v1_genomic	1	1	1	1	1	1	4411316	4411316	4411316	4411316	4411316	4411316	1	4411316	4411316	65.61	4411316	4411316	1	1	2.88
GCF_002448075.1_ASM244807v1_genomic	1	1	1	1	1	1	4411284	4411284	4411284	4411284	4411284	4411284	1	4411284	4411284	65.62	4411284	4411284	1	1	2.38
GCF_002448095.1_ASM244809v1_genomic	1	1	1	1	1	1	4411314	4411314	4411314	4411314	4411314	4411314	1	4411314	4411314	65.62	4411314	4411314	1	1	1.38
GCF_002448115.1_ASM244811v1_genomic	1	1	1	1	1	1	4411369	4411369	4411369	4411369	4411369	4411369	1	4411369	4411369	65.62	4411369	4411369	1	1	2.45
GCF_002448135.1_ASM244813v1_genomic	1	1	1	1	1	1	4411457	4411457	4411457	4411457	4411457	4411457	1	4411457	4411457	65.61	4411457	4411457	1	1	2.65
GCF_002448155.1_ASM244815v1_genomic	1	1	1	1	1	1	4411442	4411442	4411442	4411442	4411442	4411442	1	4411442	4411442	65.61	4411442	4411442	1	1	2.24
GCF_002448175.1_ASM244817v1_genomic	1	1	1	1	1	1	4411310	4411310	4411310	4411310	4411310	4411310	1	4411310	4411310	65.62	4411310	4411310	1	1	2.27
GCF_002448195.1_ASM244819v1_genomic	1	1	1	1	1	1	4411173	4411173	4411173	4411173	4411173	4411173	1	4411173	4411173	65.61	4411173	4411173	1	1	3.99
GCF_002448215.1_ASM244821v1_genomic	1	1	1	1	1	1	4411414	4411414	4411414	4411414	4411414	4411414	1	4411414	4411414	65.61	4411414	4411414	1	1	3.33
GCF_002504245.2_ASM250424v2_genomic	1	1	1	1	1	1	4350102	4350102	4350102	4350102	4350102	4350102	1	4350102	4350102	65.61	4350102	4350102	1	1	1585.02
GCF_002588215.1_ASM258821v1_genomic	1	1	1	1	1	1	4466604	4466604	4466604	4466604	4466604	4466604	1	4466604	4466604	65.61	4466604	4466604	1	1	0.00
GCF_002591875.1_ASM259187v1_genomic	12	12	11	11	11	11	4391906	4391906	4389337	4389337	4389337	4389337	12	1088853	4391906	65.62	674194	292994	3	6	0.00
GCF_002703685.1_ASM270368v1_genomic	96	84	67	64	49	29	4373214	4366522	4317960	4298343	4048208	3274572	90	254730	4370872	65.54	101190	49862	14	30	0.00
GCF_002703695.1_ASM270369v1_genomic	91	74	62	56	47	31	4460806	4452385	4420059	4374621	4222096	3638011	79	455209	4456382	65.55	109677	58512	13	26	0.00
GCF_002703725.1_ASM270372v1_genomic	89	77	62	58	46	25	4296237	4289662	4250020	4222379	4050255	3242849	82	264718	4293401	65.53	115762	50945	12	25	0.00
GCF_002703735.1_ASM270373v1_genomic	97	83	68	59	48	31	4377535	4370647	4326059	4259894	4076419	3460632	88	254796	4374321	65.56	107103	54010	15	28	0.00
GCF_002703765.1_ASM270376v1_genomic	89	77	63	59	48	34	4503962	4498111	4468465	4441696	4257216	3748932	82	271893	4501426	65.57	107092	64140	15	28	0.00
GCF_002703785.1_ASM270378v1_genomic	122	105	80	72	49	29	4330396	4320062	4257610	4202486	3814489	3020072	115	245804	4327700	65.53	83805	44802	17	34	0.00
GCF_002703795.1_ASM270379v1_genomic	116	92	75	66	47	25	4211635	4200536	4160106	4103833	3789888	2959824	102	245790	4206593	65.59	107175	43154	13	30	0.00
GCF_002703825.1_ASM270382v1_genomic	103	92	76	68	49	33	4427272	4421821	4379434	4317189	4017065	3423076	96	252676	4424843	65.50	93773	51054	16	31	0.00
GCF_002703835.1_ASM270383v1_genomic	96	81	63	59	52	32	4321108	4313719	4276360	4247658	4139341	3408284	86	236604	4317159	65.59	98810	53724	14	29	0.00
GCF_002703865.1_ASM270386v1_genomic	169	136	97	82	52	24	3717838	3698594	3600162	3498897	3014352	2011038	155	205359	3712607	65.47	52423	30518	21	44	0.00
GCF_002703875.1_ASM270387v1_genomic	92	78	67	62	47	34	4298793	4291512	4265726	4231340	3973211	3476745	85	227570	4296357	65.56	101751	54010	15	30	0.00
GCF_002703885.1_ASM270388v1_genomic	90	70	60	56	46	34	4317983	4307760	4285718	4256784	4090986	3608641	80	214462	4314487	65.58	107124	59383	14	28	0.00
GCF_002703895.1_ASM270389v1_genomic	91	74	65	61	51	34	4310131	4301753	4278890	4254585	4098761	3458219	83	195849	4307286	65.59	95030	60794	17	30	0.00
GCF_002703945.1_ASM270394v1_genomic	99	86	68	64	47	32	4310081	4304760	4258631	4232920	3953315	3415175	88	264361	4306189	65.54	105873	52345	14	29	0.00
GCF_002703955.1_ASM270395v1_genomic	98	78	60	57	48	35	4304820	4294810	4253725	4231988	4097052	3623901	86	263240	4300726	65.56	101275	61299	15	29	0.00
