genome.genome_id	genome_drug.antibiotic	genome_drug.computational_method	genome_drug.evidence	genome_drug.laboratory_typing_method	genome_drug.laboratory_typing_method_version	genome_drug.laboratory_typing_platform	genome_drug.measurement	genome_drug.measurement_sign	genome_drug.measurement_unit	genome_drug.measurement_value	genome_drug.resistant_phenotype	genome_drug.source	genome_drug.taxon_id	genome_drug.testing_standard	genome_drug.testing_standard_year
1447495.3	ethambutol		Laboratory Method								Susceptible		1447495		
1447476.3	ethambutol		Laboratory Method								Susceptible		1447476		
1447476.3	isoniazid		Laboratory Method								Resistant		1447476		
1447476.3	rifampin		Laboratory Method								Resistant		1447476		
1447476.3	streptomycin		Laboratory Method								Resistant		1447476		
1447470.3	rifampin		Laboratory Method								Susceptible		1447470		
1447470.3	ethambutol		Laboratory Method								Susceptible		1447470		
1447470.3	isoniazid		Laboratory Method								Resistant		1447470		
1447470.3	streptomycin		Laboratory Method								Susceptible		1447470		
1447471.3	streptomycin		Laboratory Method								Resistant		1447471		
1447471.3	isoniazid		Laboratory Method								Resistant		1447471		
1447471.3	rifampin		Laboratory Method								Resistant		1447471		
1447471.3	ethambutol		Laboratory Method								Resistant		1447471		
1447474.3	rifampin		Laboratory Method								Resistant		1447474		
1447474.3	streptomycin		Laboratory Method								Resistant		1447474		
1447474.3	ethambutol		Laboratory Method								Resistant		1447474		
1447474.3	isoniazid		Laboratory Method								Resistant		1447474		
1447443.3	streptomycin		Laboratory Method								Resistant		1447443		
1447443.3	isoniazid		Laboratory Method								Resistant		1447443		
1447443.3	rifampin		Laboratory Method								Resistant		1447443		
1447443.3	ethambutol		Laboratory Method								Resistant		1447443		
1447444.3	rifampin		Laboratory Method								Resistant		1447444		
1447444.3	isoniazid		Laboratory Method								Resistant		1447444		
1447444.3	ethambutol		Laboratory Method								Susceptible		1447444		
1447444.3	streptomycin		Laboratory Method								Resistant		1447444		
1447473.3	ethambutol		Laboratory Method								Susceptible		1447473		
1447473.3	streptomycin		Laboratory Method								Susceptible		1447473		
1447473.3	isoniazid		Laboratory Method								Resistant		1447473		
1447473.3	rifampin		Laboratory Method								Susceptible		1447473		
1447472.3	streptomycin		Laboratory Method								Resistant		1447472		
1447472.3	ethambutol		Laboratory Method								Resistant		1447472		
1447472.3	isoniazid		Laboratory Method								Resistant		1447472		
1447472.3	rifampin		Laboratory Method								Resistant		1447472		
1447446.3	ethambutol		Laboratory Method								Resistant		1447446		
1447446.3	isoniazid		Laboratory Method								Resistant		1447446		
1447446.3	streptomycin		Laboratory Method								Resistant		1447446		
1447446.3	rifampin		Laboratory Method								Resistant		1447446		
1447477.3	rifampin		Laboratory Method								Susceptible		1447477		
1447477.3	isoniazid		Laboratory Method								Susceptible		1447477		
1447477.3	ethambutol		Laboratory Method								Susceptible		1447477		
1447477.3	streptomycin		Laboratory Method								Susceptible		1447477		
1447480.3	isoniazid		Laboratory Method								Resistant		1447480		
1447480.3	rifampin		Laboratory Method								Resistant		1447480		
1447480.3	streptomycin		Laboratory Method								Resistant		1447480		
1447480.3	ethambutol		Laboratory Method								Resistant		1447480		
1447450.3	rifampin		Laboratory Method								Susceptible		1447450		
1447450.3	isoniazid		Laboratory Method								Susceptible		1447450		
1447450.3	ethambutol		Laboratory Method								Susceptible		1447450		
1447450.3	streptomycin		Laboratory Method								Susceptible		1447450		
1447482.3	rifampin		Laboratory Method								Susceptible		1447482		
1447482.3	ethambutol		Laboratory Method								Susceptible		1447482		
1447482.3	streptomycin		Laboratory Method								Susceptible		1447482		
1447482.3	isoniazid		Laboratory Method								Susceptible		1447482		
1447434.3	ethambutol		Laboratory Method								Resistant		1447434		
1447434.3	isoniazid		Laboratory Method								Resistant		1447434		
1447434.3	rifampin		Laboratory Method								Resistant		1447434		
1447434.3	streptomycin		Laboratory Method								Resistant		1447434		
1447460.3	ethambutol		Laboratory Method								Resistant		1447460		
1447460.3	rifampin		Laboratory Method								Resistant		1447460		
1447460.3	isoniazid		Laboratory Method								Resistant		1447460		
1447460.3	streptomycin		Laboratory Method								Resistant		1447460		
1447458.3	rifampin		Laboratory Method								Susceptible		1447458		
1447458.3	ethambutol		Laboratory Method								Susceptible		1447458		
1447458.3	isoniazid		Laboratory Method								Resistant		1447458		
1447458.3	streptomycin		Laboratory Method								Resistant		1447458		
1447465.3	streptomycin		Laboratory Method								Resistant		1447465		
1447465.3	isoniazid		Laboratory Method								Resistant		1447465		
1447465.3	rifampin		Laboratory Method								Resistant		1447465		
1447465.3	ethambutol		Laboratory Method								Susceptible		1447465		
1447457.3	rifampin		Laboratory Method								Resistant		1447457		
1447457.3	ethambutol		Laboratory Method								Resistant		1447457		
1447457.3	streptomycin		Laboratory Method								Resistant		1447457		
1447457.3	isoniazid		Laboratory Method								Resistant		1447457		
1447459.3	isoniazid		Laboratory Method								Susceptible		1447459		
1447459.3	streptomycin		Laboratory Method								Resistant		1447459		
1447459.3	ethambutol		Laboratory Method								Susceptible		1447459		
1447459.3	rifampin		Laboratory Method								Susceptible		1447459		
1447464.3	rifampin		Laboratory Method								Susceptible		1447464		
1447464.3	ethambutol		Laboratory Method								Susceptible		1447464		
1447464.3	isoniazid		Laboratory Method								Susceptible		1447464		
1447464.3	streptomycin		Laboratory Method								Susceptible		1447464		
1447466.3	rifampin		Laboratory Method								Susceptible		1447466		
1447466.3	ethambutol		Laboratory Method								Susceptible		1447466		
1447466.3	streptomycin		Laboratory Method								Susceptible		1447466		
1447466.3	isoniazid		Laboratory Method								Resistant		1447466		
1447435.3	streptomycin		Laboratory Method								Susceptible		1447435		
1447435.3	ethambutol		Laboratory Method								Susceptible		1447435		
1447435.3	isoniazid		Laboratory Method								Susceptible		1447435		
1447435.3	rifampin		Laboratory Method								Susceptible		1447435		
1447453.3	isoniazid		Laboratory Method								Resistant		1447453		
1447453.3	streptomycin		Laboratory Method								Resistant		1447453		
1447453.3	rifampin		Laboratory Method								Resistant		1447453		
1447453.3	ethambutol		Laboratory Method								Resistant		1447453		
1447436.3	streptomycin		Laboratory Method								Susceptible		1447436		
1447436.3	isoniazid		Laboratory Method								Susceptible		1447436		
1447436.3	ethambutol		Laboratory Method								Susceptible		1447436		
1447436.3	rifampin		Laboratory Method								Susceptible		1447436		
1447463.3	ethambutol		Laboratory Method								Susceptible		1447463		
1447463.3	rifampin		Laboratory Method								Resistant		1447463		
1447463.3	isoniazid		Laboratory Method								Resistant		1447463		
1447463.3	streptomycin		Laboratory Method								Resistant		1447463		
1447447.3	isoniazid		Laboratory Method								Susceptible		1447447		
1447447.3	rifampin		Laboratory Method								Susceptible		1447447		
1447447.3	streptomycin		Laboratory Method								Susceptible		1447447		
1447447.3	ethambutol		Laboratory Method								Susceptible		1447447		
1447454.3	ethambutol		Laboratory Method								Resistant		1447454		
1447454.3	isoniazid		Laboratory Method								Resistant		1447454		
1447454.3	streptomycin		Laboratory Method								Resistant		1447454		
1447454.3	rifampin		Laboratory Method								Resistant		1447454		
1447451.3	ethambutol		Laboratory Method								Resistant		1447451		
1447451.3	streptomycin		Laboratory Method								Resistant		1447451		
1447451.3	isoniazid		Laboratory Method								Resistant		1447451		
1447451.3	rifampin		Laboratory Method								Resistant		1447451		
1447452.3	streptomycin		Laboratory Method								Resistant		1447452		
1447452.3	ethambutol		Laboratory Method								Susceptible		1447452		
1447452.3	rifampin		Laboratory Method								Susceptible		1447452		
1447452.3	isoniazid		Laboratory Method								Susceptible		1447452		
1447441.3	streptomycin		Laboratory Method								Resistant		1447441		
1447441.3	rifampin		Laboratory Method								Resistant		1447441		
1447441.3	ethambutol		Laboratory Method								Susceptible		1447441		
1447441.3	isoniazid		Laboratory Method								Resistant		1447441		
1447440.3	isoniazid		Laboratory Method								Resistant		1447440		
1447440.3	rifampin		Laboratory Method								Resistant		1447440		
1447440.3	ethambutol		Laboratory Method								Susceptible		1447440		
1447440.3	streptomycin		Laboratory Method								Resistant		1447440		
1447448.3	isoniazid		Laboratory Method								Resistant		1447448		
1447448.3	ethambutol		Laboratory Method								Resistant		1447448		
1447448.3	streptomycin		Laboratory Method								Resistant		1447448		
1447448.3	rifampin		Laboratory Method								Resistant		1447448		
1447449.3	rifampin		Laboratory Method								Resistant		1447449		
1447449.3	ethambutol		Laboratory Method								Resistant		1447449		
1447449.3	streptomycin		Laboratory Method								Resistant		1447449		
1447449.3	isoniazid		Laboratory Method								Resistant		1447449		
1733.7372	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7372	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7372	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7372	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7372	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7372	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7372	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7372	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7372	streptomycin		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7372	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7372	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7372	pyrazinamide		Laboratory Method	Broth dilution	100 mg/L						Susceptible		1733		
1733.7372	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7372	isoniazid		Laboratory Method	Broth dilution			5		mg/L	5			1773		
1733.7372	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7372	amikacin		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7372	pyrazinamide		Laboratory Method	Broth dilution			10		mg/L	10			1773		
1733.7372	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7297	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7297	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7297	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7297	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7297	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7297	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7297	rifampin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7297	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7297	amikacin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7297	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7297	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7297	pyrazinamide		Laboratory Method	Broth dilution	100 mg/L						Susceptible		1733		
1733.7297	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7297	streptomycin		Laboratory Method	Broth dilution			10		mg/L	10			1773		
1733.7297	isoniazid		Laboratory Method	Broth dilution			3		mg/L	3			1773		
1733.7297	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7297	pyrazinamide		Laboratory Method	Broth dilution			10		mg/L	10			1773		
1733.7297	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7311	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7311	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7311	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7311	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7311	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7311	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7311	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7311	streptomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7311	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7311	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7311	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7311	pyrazinamide		Laboratory Method	Broth dilution	100 mg/L						Susceptible		1733		
1733.7311	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7311	amikacin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7311	streptomycin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7311	isoniazid		Laboratory Method	Broth dilution			3		mg/L	3			1773		
1733.7311	pyrazinamide		Laboratory Method	Broth dilution			<=10	<=	mg/L	10			1773		
1733.7311	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7123	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7123	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7123	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7123	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7123	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7123	kanamycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7123	streptomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7123	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7123	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7123	amikacin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7123	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7123	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7123	pyrazinamide		Laboratory Method	Broth dilution	100 mg/L						Susceptible		1733		
1733.7123	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7123	streptomycin		Laboratory Method	Broth dilution			>20	>	mg/L	20			1773		
1733.7123	isoniazid		Laboratory Method	Broth dilution			3		mg/L	3			1773		
1733.7123	pyrazinamide		Laboratory Method	Broth dilution			20		mg/L	20			1773		
1733.7123	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7324	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7324	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7324	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7324	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7324	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7324	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7324	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7324	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7324	amikacin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7324	isoniazid		Laboratory Method	Broth dilution			3		mg/L	3			1773		
1733.7324	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7324	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7324	pyrazinamide		Laboratory Method	Broth dilution	100 mg/L						Susceptible		1733		
1733.7324	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7324	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7324	streptomycin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7324	pyrazinamide		Laboratory Method	Broth dilution			<=10	<=	mg/L	10			1773		
1733.7324	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7158	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7158	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7158	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7158	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7158	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7158	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7158	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7158	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7158	amikacin		Laboratory Method	Broth dilution			<=1	<=	mg/L	1			1773		
1733.7158	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7158	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7158	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7158	streptomycin		Laboratory Method	Broth dilution			<=1	<=	mg/L	1			1773		
1733.7158	ethambutol		Laboratory Method	Broth dilution			<=1	<=	mg/L	1			1773		
1733.7158	isoniazid		Laboratory Method	Broth dilution			>20	>	mg/L	20			1773		
1733.7158	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7427	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7427	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7427	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7427	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7427	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7427	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7427	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7427	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7427	streptomycin		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7427	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7427	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7427	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7427	ethambutol		Laboratory Method	Broth dilution			<=1	<=	mg/L	1			1773		
1733.7427	isoniazid		Laboratory Method	Broth dilution			3		mg/L	3			1773		
1733.7427	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7328	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7328	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7328	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7328	isoniazid	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7328	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7328	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7328	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7328	streptomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7328	ethambutol		Laboratory Method	Broth dilution			5		mg/L	5			1773		
1733.7328	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7328	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7328	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Resistant		1733		
1733.7328	isoniazid		Laboratory Method	Broth dilution			10		mg/L	10			1773		
1733.7328	streptomycin		Laboratory Method	Broth dilution			>20	>	mg/L	20			1773		
1733.7328	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7278	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7278	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7278	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7278	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7278	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7278	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7278	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7278	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7278	streptomycin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7278	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7278	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7278	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Resistant		1733		
1733.7278	amikacin		Laboratory Method	Broth dilution			<=1	<=	mg/L	1			1773		
1733.7278	ethambutol		Laboratory Method	Broth dilution			5		mg/L	5			1773		
1733.7278	isoniazid		Laboratory Method	Broth dilution			3		mg/L	3			1773		
1733.7278	rifampin		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7139	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7139	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7139	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7139	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7139	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7139	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7139	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7139	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7139	isoniazid		Laboratory Method	Broth dilution			5		mg/L	5			1773		
1733.7139	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7139	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7139	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Resistant		1733		
1733.7139	streptomycin		Laboratory Method	Broth dilution			>20	>	mg/L	20			1773		
1733.7139	amikacin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7139	ethambutol		Laboratory Method	Broth dilution			5		mg/L	5			1773		
1733.7139	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7386	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7386	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7386	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7386	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7386	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7386	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7386	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7386	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7386	isoniazid		Laboratory Method	Broth dilution			>20	>	mg/L	20			1773		
1733.7386	ethambutol		Laboratory Method	Broth dilution			5		mg/L	5			1773		
1733.7386	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7386	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7386	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Resistant		1733		
1733.7386	streptomycin		Laboratory Method	Broth dilution			>20	>	mg/L	20			1773		
1733.7386	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7153	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7153	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7153	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7153	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7153	ethambutol	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7153	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7153	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7153	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7153	isoniazid		Laboratory Method	Broth dilution			>20	>	mg/L	20			1773		
1733.7153	streptomycin		Laboratory Method	Broth dilution			>20	>	mg/L	20			1773		
1733.7153	amikacin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7153	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7153	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7153	pyrazinamide		Laboratory Method	Broth dilution	100 mg/L						Susceptible		1733		
1733.7153	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Resistant		1733		
1733.7153	ethambutol		Laboratory Method	Broth dilution			5		mg/L	5			1773		
1733.7153	pyrazinamide		Laboratory Method	Broth dilution			<=10	<=	mg/L	10			1773		
1733.7153	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7188	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7188	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7188	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7188	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7188	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7188	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7188	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7188	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7188	isoniazid		Laboratory Method	Broth dilution			3		mg/L	3			1773		
1733.7188	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7188	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7188	pyrazinamide		Laboratory Method	Broth dilution	100 mg/L						Susceptible		1733		
1733.7188	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7188	streptomycin		Laboratory Method	Broth dilution			<=1	<=	mg/L	1			1773		
1733.7188	amikacin		Laboratory Method	Broth dilution			1		mg/L	1			1773		
1733.7188	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7188	pyrazinamide		Laboratory Method	Broth dilution			<=10	<=	mg/L	10			1773		
1733.7188	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7253	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7253	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7253	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7253	capreomycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7253	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7253	streptomycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7253	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7253	kanamycin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7253	isoniazid		Laboratory Method	Broth dilution			3		mg/L	3			1773		
1733.7253	isoniazid		Laboratory Method	Broth dilution	0.1 mg/L						Resistant		1733		
1733.7253	rifampin		Laboratory Method	Broth dilution	1 mg/L						Resistant		1733		
1733.7253	ethambutol		Laboratory Method	Broth dilution	5 mg/L						Susceptible		1733		
1733.7253	ethambutol		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7253	amikacin		Laboratory Method	Broth dilution			2		mg/L	2			1773		
1733.7253	streptomycin		Laboratory Method	Broth dilution			<=1	<=	mg/L	1			1773		
1733.7253	rifampin		Laboratory Method	Broth dilution			>5	>	mg/L	5			1773		
1733.7245	rifampin	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7245	amikacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7245	ofloxacin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7245	kanamycin	AdaBoost Classifier	Computational Method								Susceptible		1773		
1733.7245	isoniazid	AdaBoost Classifier	Computational Method								Resistant		1773		
1733.7245	ethambutol	AdaBoost Classifier	Computational Method								Susceptible		1773		
