BioSample	Alias	ArrayExpress-Species	Biosample	ENA checklist	ENA first public	ENA last update	ENA-CHECKLIST	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	SRA accession	Submitter Id	Title	collected_by	collection_date	common name	genotype	geo_loc_name	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	pubmed id	pubmed_id	sample_name	species	strain
SAMN08629058			MTB132288														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate67	Not applicable	Not collected					
SAMN08629059			MTB132290														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate68	Not applicable	Not collected					
SAMN08629060			MTB132291														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate69	Not applicable	Not collected					
SAMN08629061			MTB132292														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate70	Not applicable	Not collected					
SAMN08629062			MTB132294														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate71	Not applicable	Not collected					
SAMN08629063			MTB132295														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate72	Not applicable	Not collected					
SAMN08629064			MTB132296														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate73	Not applicable	Not collected					
SAMN08629065			MTB132297														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate74	Not applicable	Not collected					
SAMN08629066			MTB132298														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate75	Not applicable	Not collected					
SAMN08629067			MTB132299														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate76	Not applicable	Not collected					
SAMN08629068			MTB132301														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate77	Not applicable	Not collected					
SAMN08629069			MTB132302														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate78	Not applicable	Not collected					
SAMN08629070			MTB132303														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate79	Not applicable	Not collected					
SAMN08629071			MTB132304														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate80	Not applicable	Not collected					
SAMN08629072			MTB132305														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate81	Not applicable	Not collected					
SAMN08629073			MTB132306														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate82	Not applicable	Not collected					
SAMN08629075			MTB132309														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate84	Not applicable	Not collected					
SAMN08629076			MTB132310														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate85	Not applicable	Not collected					
SAMN08629077			MTB132311														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate86	Not applicable	Not collected					
SAMN08629079			MTB132313														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate88	Not applicable	Not collected					
SAMN08629081			MTB132315														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate90	Not applicable	Not collected					
SAMN08629082			MTB132316														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate91	Not applicable	Not collected					
SAMN08629084			MTB132318														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate93	Not applicable	Not collected					
SAMN08629085			MTB132319														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate94	Not applicable	Not collected					
SAMN08629086			MTB132320														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate95	Not applicable	Not collected					
SAMN08629087			MTB132321														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate96	Not applicable	Not collected					
SAMN08629088			MTB132322														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate97	Not applicable	Not collected					
SAMN08629090			MTB132324														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate99	Not applicable	Not collected					
SAMN08629091			MTB132325														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate100	Not applicable	Not collected					
SAMN08629093			MTB132331														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate102	Not applicable	Not collected					
SAMN08629094			MTB132332														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate103	Not applicable	Not collected					
SAMN08629095			MTB132334														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate104	Not applicable	Not collected					
SAMN08629099			MTB132338														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate108	Not applicable	Not collected					
SAMN08629102			MTB132341														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate111	Not applicable	Not collected					
SAMN08629103			MTB132342														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate112	Not applicable	Not collected					
SAMN08629104			MTB132343														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate113	Not applicable	Not collected					
SAMN08629107			MTB132346														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate116	Not applicable	Not collected					
SAMN08629108			MTB132347														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate117	Not applicable	Not collected					
SAMN08629109			MTB132348														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate118	Not applicable	Not collected					
SAMN08629110			MTB132349														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate119	Not applicable	Not collected					
SAMN08629111			MTB132350														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate120	Not applicable	Not collected					
SAMN08629112			MTB132351														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate121	Not applicable	Not collected					
SAMN08629113			MTB132352														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate122	Not applicable	Not collected					
SAMN08629114			MTB132353														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate123	Not applicable	Not collected					
SAMN08629115			MTB132354														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate124	Not applicable	Not collected					
SAMN08629116			MTB132355														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate125	Not applicable	Not collected					
SAMN08629117			MTB132356														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate126	Not applicable	Not collected					
SAMN08629119			MTB132358														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate128	Not applicable	Not collected					
SAMN08629120			MTB132360														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate129	Not applicable	Not collected					
SAMN08629121			MTB132361														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate130	Not applicable	Not collected					
SAMN08629123			MTB132363														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate132	Not applicable	Not collected					
SAMN08629125			MTB132365														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate134	Not applicable	Not collected					
SAMN08629126			MTB132366														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate135	Not applicable	Not collected					
SAMN08629127			MTB132367														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate136	Not applicable	Not collected					
SAMN08629129			MTB132369														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate138	Not applicable	Not collected					
SAMN08629130			MTB132370														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate139	Not applicable	Not collected					
SAMN08629131			MTB132371														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate140	Not applicable	Not collected					
SAMN08629132			MTB132373														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate141	Not applicable	Not collected					
SAMN08629133			MTB132374														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate142	Not applicable	Not collected					
SAMN08629134			MTB132375														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate143	Not applicable	Not collected					
SAMN08629135			MTB132376														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate144	Not applicable	Not collected					
SAMN08629137			MTB132379														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate146	Not applicable	Not collected					
SAMN08629138			MTB132380														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate147	Not applicable	Not collected					
SAMN08629139			MTB132381														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate148	Not applicable	Not collected					
SAMN08629140			MTB132382														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate149	Not applicable	Not collected					
SAMN08629141			MTB132383														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate150	Not applicable	Not collected					
SAMN08629142			MTB132384														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate151	Not applicable	Not collected					
SAMN08629144			MTB132386														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate153	Not applicable	Not collected					
SAMN08629145			MTB132387														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate154	Not applicable	Not collected					
SAMN08629147			MTB132389														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate156	Not applicable	Not collected					
SAMN08629149			MTB132391														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate158	Not applicable	Not collected					
SAMN08629150			MTB132392														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate159	Not applicable	Not collected					
SAMN08629151			MTB132393														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate160	Not applicable	Not collected					
SAMN08629152			MTB132394														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate161	Not applicable	Not collected					
SAMN08629153			MTB132395														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate162	Not applicable	Not collected					
SAMN08629154			MTB132396														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate163	Not applicable	Not collected					
SAMN08629155			MTB132397														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate164	Not applicable	Not collected					
SAMN08629156			MTB132398														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate165	Not applicable	Not collected					
SAMN08629158			MTB132400														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate167	Not applicable	Not collected					
SAMN08629159			MTB132401														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate168	Not applicable	Not collected					
SAMN08629160			MTB132402														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate169	Not applicable	Not collected					
SAMN08629161			MTB132403														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate170	Not applicable	Not collected					
SAMN08629162			MTB132404														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate171	Not applicable	Not collected					
SAMN08629163			MTB132405														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate172	Not applicable	Not collected					
SAMN08629164			MTB132407														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate173	Not applicable	Not collected					
SAMN08629165			MTB132408														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate174	Not applicable	Not collected					
SAMN08629167			MTB132410														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate176	Not applicable	Not collected					
SAMN08629168			MTB132411														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate177	Not applicable	Not collected					
SAMN08629169			MTB132412														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate178	Not applicable	Not collected					
SAMN08629170			MTB132413														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate179	Not applicable	Not collected					
SAMN08629171			MTB132414														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate180	Not applicable	Not collected					
SAMN08629172			MTB132415														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate181	Not applicable	Not collected					
SAMN08629173			MTB132416														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate182	Not applicable	Not collected					
SAMN08629174			MTB132417														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate183	Not applicable	Not collected					
SAMN08629175			MTB132418														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate184	Not applicable	Not collected					
SAMN08629176			MTB132419														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate185	Not applicable	Not collected					
SAMN08629177			MTB132420														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate186	Not applicable	Not collected					
SAMN08629178			MTB132422														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate187	Not applicable	Not collected					
SAMN08629179			MTB132423														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate188	Not applicable	Not collected					
SAMN08629180			MTB132424														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate189	Not applicable	Not collected					
SAMN08629181			MTB132425														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate190	Not applicable	Not collected					
SAMN08629182			MTB132426														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate191	Not applicable	Not collected					
SAMN08629183			MTB132427														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate192	Not applicable	Not collected					
SAMN08629184			MTB132428														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate193	Not applicable	Not collected					
SAMN08629185			MTB132429														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate194	Not applicable	Not collected					
SAMN08629186			MTB132430														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate195	Not applicable	Not collected					
SAMN08629187			MTB132431														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate196	Not applicable	Not collected					
SAMN08629188			MTB132432														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate197	Not applicable	Not collected					
SAMN08629190			MTB132435														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate199	Not applicable	Not collected					
SAMN08629191			MTB132436														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate200	Not applicable	Not collected					
SAMN08629192			MTB132437														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate201	Not applicable	Not collected					
SAMN08629193			MTB132438														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate202	Not applicable	Not collected					
SAMN08629195			MTB132440														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate204	Not applicable	Not collected					
SAMN08629196			MTB132441														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate205	Not applicable	Not collected					
SAMN08629198			MTB132443														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate207	Not applicable	Not collected					
SAMN08629199			MTB132444														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate208	Not applicable	Not collected					
SAMN08629200			MTB132445														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate209	Not applicable	Not collected					
SAMN08629201			MTB132446														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate210	Not applicable	Not collected					
SAMN08629202			MTB132447														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate211	Not applicable	Not collected					
SAMN08629203			MTB132448														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate212	Not applicable	Not collected					
SAMN08629204			MTB132626														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate213	Not applicable	Not collected					
SAMN08629205			MTB132627														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate214	Not applicable	Not collected					
SAMN08629207			MTB132629														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate216	Not applicable	Not collected					
SAMN08629209			MTB132631														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate218	Not applicable	Not collected					
SAMN08629210			MTB132632														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate219	Not applicable	Not collected					
SAMN08629211			MTB132633														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate220	Not applicable	Not collected					
SAMN08629212			MTB132634														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate221	Not applicable	Not collected					
SAMN08629213			MTB132635														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate222	Not applicable	Not collected					
SAMN08629215			MTB132637														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate224	Not applicable	Not collected					
SAMN08629216			MTB132638														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate225	Not applicable	Not collected					
SAMN08629217			MTB132639														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate226	Not applicable	Not collected					
SAMN08629218			MTB132640														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate227	Not applicable	Not collected					
SAMN08629219			MTB132641														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate228	Not applicable	Not collected					
SAMN08629220			MTB132642														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate229	Not applicable	Not collected					
SAMN08629221			MTB132643														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate230	Not applicable	Not collected					
SAMN08629222			MTB132644														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate231	Not applicable	Not collected					
SAMN08629223			MTB132645														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate232	Not applicable	Not collected					
SAMN08629224			MTB132646														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate233	Not applicable	Not collected					
SAMN08629225			MTB132648														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate234	Not applicable	Not collected					
SAMN08629226			MTB132649														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate235	Not applicable	Not collected					
SAMN08629227			MTB132650														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate236	Not applicable	Not collected					
SAMN08629228			MTB132652														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate237	Not applicable	Not collected					
SAMN08629229			MTB132653														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate238	Not applicable	Not collected					
SAMN08629230			MTB132654														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate239	Not applicable	Not collected					
SAMN08629232			MTB132656														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate241	Not applicable	Not collected					
SAMN08629233			MTB132657														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate242	Not applicable	Not collected					
SAMN08629234			MTB132658														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate243	Not applicable	Not collected					
SAMN08629235			MTB132659														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate244	Not applicable	Not collected					
SAMN08629236			MTB132660														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate245	Not applicable	Not collected					
SAMN08629237			MTB132661														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate246	Not applicable	Not collected					
SAMN08629238			MTB132662														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate247	Not applicable	Not collected					
SAMN08629239			MTB132663														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate248	Not applicable	Not collected					
SAMN08629240			MTB132664														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate249	Not applicable	Not collected					
SAMN08629241			MTB132665														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate250	Not applicable	Not collected					
SAMN08629243			MTB132670														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate252	Not applicable	Not collected					
SAMN08629245			MTB132672														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate254	Not applicable	Not collected					
SAMN08629246			MTB132673														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate255	Not applicable	Not collected					
SAMN08629247			MTB132674														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate256	Not applicable	Not collected					
SAMN08629248			MTB132675														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate257	Not applicable	Not collected					
SAMN08629249			MTB132676														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate258	Not applicable	Not collected					
SAMN08629250			MTB132677														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate259	Not applicable	Not collected					
SAMN08629251			MTB132678														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate260	Not applicable	Not collected					
SAMN08629252			MTB132679														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate261	Not applicable	Not collected					
SAMN08629253			MTB132680														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate262	Not applicable	Not collected					
SAMN08629255			MTB132682														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate264	Not applicable	Not collected					
SAMN08629267			MTB132696														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate276	Not applicable	Not collected					
SAMN08629269			MTB132698														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate278	Not applicable	Not collected					
SAMN08629272			MTB132704														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate281	Not applicable	Not collected					
SAMN08629273			MTB132711														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate282	Not applicable	Not collected					
SAMN08629274			MTB132712														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate283	Not applicable	Not collected					
SAMN08629275			MTB132716														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate284	Not applicable	Not collected					
SAMN08629277			MTB132718														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate286	Not applicable	Not collected					
SAMN08629278			MTB132719														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate287	Not applicable	Not collected					
SAMN08629279			MTB132720														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate288	Not applicable	Not collected					
SAMN08629280			MTB132721														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate289	Not applicable	Not collected					
SAMN08629282			MTB132724														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate291	Not applicable	Not collected					
SAMN08629284			MTB132726														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate293	Not applicable	Not collected					
SAMN08629285			MTB132727														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate294	Not applicable	Not collected					
SAMN08629286			MTB132728														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate295	Not applicable	Not collected					
SAMN08629287			MTB132729														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate296	Not applicable	Not collected					
SAMN08629290			MTB132732														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate299	Not applicable	Not collected					
SAMN08629291			MTB132733														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate300	Not applicable	Not collected					
SAMN08629293			MTB132735														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate302	Not applicable	Not collected					
SAMN08629295			MTB132737														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate304	Not applicable	Not collected					
SAMN08629296			MTB132738														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate305	Not applicable	Not collected					
SAMN08629297			MTB132739														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate306	Not applicable	Not collected					
SAMN08629298			MTB132740														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate307	Not applicable	Not collected					
SAMN08629302			MTB132745														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate311	Not applicable	Not collected					
SAMN08629304			MTB132747														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate313	Not applicable	Not collected					
SAMN08629305			MTB132748														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate314	Not applicable	Not collected					
SAMN08629306			MTB132749														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate315	Not applicable	Not collected					
SAMN08629308			MTB132751														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate317	Not applicable	Not collected					
SAMN08629309			MTB132752														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate318	Not applicable	Not collected					
SAMN08629311			MTB132754														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate320	Not applicable	Not collected					
SAMN08629312			MTB132755														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate321	Not applicable	Not collected					
SAMN08629314			MTB132758														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate323	Not applicable	Not collected					
SAMN08629317			MTB132765														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate326	Not applicable	Not collected					
SAMN08629318			MTB132766														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate327	Not applicable	Not collected					
SAMN08629319			MTB132767														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate328	Not applicable	Not collected					
SAMN08629324			MTB132773														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate333	Not applicable	Not collected					
SAMN08629325			MTB132774														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate334	Not applicable	Not collected					
SAMN08629330			MTB132779														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate339	Not applicable	Not collected					
SAMN08629332			MTB132782														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate341	Not applicable	Not collected					
SAMN08629336			MTB132787														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate345	Not applicable	Not collected					
SAMN08629341			MTB132792														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate350	Not applicable	Not collected					
SAMN08629342			MTB132794														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate351	Not applicable	Not collected					
SAMN08629344			MTB132796														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate353	Not applicable	Not collected					
SAMN08629345			MTB132797														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate354	Not applicable	Not collected					
SAMN08629346			MTB132798														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate355	Not applicable	Not collected					
SAMN08629347			MTB132799														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate356	Not applicable	Not collected					
SAMN08629348			MTB132800														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate357	Not applicable	Not collected					
SAMN08629349			MTB132801														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate358	Not applicable	Not collected					
SAMN08629350			MTB132802														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate359	Not applicable	Not collected					
SAMN08629352			MTB132804														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate361	Not applicable	Not collected					
SAMN08629353			MTB132806														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate362	Not applicable	Not collected					
SAMN08629354			MTB132807														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate363	Not applicable	Not collected					
SAMN08629355			MTB132808														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate364	Not applicable	Not collected					
SAMN08629356			MTB132810														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate365	Not applicable	Not collected					
SAMN08629359			MTB132813														missing	2010/2014			missing	Homo sapiens	Tuberculosis		Clinical isolate368	Not applicable	Not collected					
